Suit_Card_1,Rank_Card_1,Suit_Card_2,Rank_Card_2,Suit_Card_3,Rank_Card_3,Suit_Card_4,Rank_Card_4,Suit_Card_5,Rank_Card_5,Poker_Hand
Diamonds,Ten,Diamonds,Seven,Hearts,Eight,Diamonds,Five,Spades,Jack,Nothing
Clubs,Eight,Diamonds,Five,Clubs,Six,Clubs,Two,Clubs,Seven,Nothing
Clubs,Queen,Clubs,Seven,Spades,Four,Diamonds,King,Diamonds,Jack,Nothing
Hearts,Nine,Clubs,Eight,Hearts,Three,Diamonds,King,Hearts,Queen,Nothing
Clubs,Six,Hearts,Seven,Clubs,Nine,Spades,Ten,Clubs,Jack,Nothing
Spades,Seven,Hearts,Four,Hearts,Queen,Hearts,King,Clubs,Four,One_Pair
Clubs,Ten,Spades,Nine,Spades,Four,Clubs,King,Diamonds,Nine,One_Pair
Spades,Ten,Clubs,Ace,Hearts,Two,Clubs,Queen,Clubs,Four,Nothing
Hearts,Two,Spades,Ten,Clubs,Ace,Spades,Two,Clubs,Five,One_Pair
Spades,Eight,Clubs,Jack,Spades,Five,Clubs,Five,Clubs,Two,One_Pair
Hearts,King,Diamonds,Queen,Spades,Queen,Hearts,Nine,Clubs,Queen,Three_Kind
Hearts,Six,Clubs,Five,Diamonds,Eight,Spades,King,Clubs,Two,Nothing
Diamonds,Two,Diamonds,Jack,Hearts,Ace,Clubs,Seven,Clubs,Two,One_Pair
Spades,Seven,Hearts,Ace,Spades,Six,Diamonds,Ten,Clubs,Eight,Nothing
Diamonds,Seven,Clubs,Two,Clubs,Eight,Hearts,King,Hearts,Ace,Nothing
Clubs,Seven,Spades,King,Clubs,Two,Diamonds,Queen,Clubs,Five,Nothing
Diamonds,Four,Hearts,King,Diamonds,Eight,Diamonds,Five,Hearts,Three,Nothing
Spades,Queen,Clubs,Four,Clubs,Six,Hearts,Queen,Hearts,Nine,One_Pair
Clubs,Ace,Hearts,King,Hearts,Seven,Diamonds,King,Diamonds,Jack,One_Pair
Hearts,Ten,Spades,Ten,Clubs,Two,Spades,Six,Clubs,Four,One_Pair
Clubs,Queen,Spades,Four,Hearts,Jack,Clubs,King,Clubs,Six,Nothing
Hearts,Jack,Diamonds,Nine,Spades,Three,Clubs,Six,Clubs,Ace,Nothing
Hearts,Five,Hearts,Seven,Clubs,Seven,Hearts,King,Diamonds,Jack,One_Pair
Diamonds,Ten,Hearts,Two,Clubs,Queen,Clubs,Six,Diamonds,Five,Nothing
Diamonds,Two,Hearts,Four,Diamonds,Queen,Hearts,Ten,Diamonds,Eight,Nothing
Spades,Three,Hearts,King,Hearts,Four,Spades,King,Clubs,Eight,One_Pair
Hearts,Ace,Hearts,King,Clubs,Ace,Spades,Six,Clubs,Ten,One_Pair
Hearts,Six,Hearts,King,Diamonds,Jack,Diamonds,Six,Hearts,Two,One_Pair
Diamonds,Eight,Hearts,Queen,Spades,Nine,Hearts,Two,Spades,Five,Nothing
Hearts,Jack,Hearts,King,Clubs,Nine,Hearts,Seven,Diamonds,King,One_Pair
Hearts,Six,Clubs,Two,Clubs,Nine,Hearts,Seven,Spades,Five,Nothing
Hearts,Ace,Clubs,Ten,Clubs,Six,Spades,Three,Diamonds,Four,Nothing
Clubs,Seven,Clubs,Queen,Spades,Three,Clubs,Five,Spades,Six,Nothing
Hearts,Six,Diamonds,Ace,Hearts,Jack,Hearts,Two,Clubs,Five,Nothing
Clubs,Three,Spades,Queen,Clubs,Queen,Hearts,King,Diamonds,Ten,One_Pair
Clubs,Ten,Spades,Four,Spades,Five,Hearts,Three,Clubs,King,Nothing
Spades,Seven,Hearts,Three,Hearts,Ace,Hearts,Seven,Spades,Three,Two_Pairs
Diamonds,Queen,Diamonds,Two,Hearts,Five,Spades,Ace,Hearts,Eight,Nothing
Hearts,Eight,Hearts,Queen,Spades,Ten,Hearts,Two,Diamonds,Seven,Nothing
Clubs,Queen,Spades,Jack,Clubs,Jack,Hearts,Nine,Diamonds,Jack,Three_Kind
Hearts,Four,Spades,Six,Hearts,King,Clubs,Ten,Hearts,Seven,Nothing
Hearts,Seven,Spades,King,Spades,Queen,Hearts,Ace,Spades,Nine,Nothing
Hearts,Three,Diamonds,Five,Hearts,Ace,Spades,Four,Diamonds,Eight,Nothing
Clubs,Ace,Spades,Five,Clubs,Queen,Spades,Six,Diamonds,Nine,Nothing
Hearts,Five,Clubs,Nine,Diamonds,Three,Clubs,Seven,Diamonds,Eight,Nothing
Diamonds,Nine,Hearts,Queen,Diamonds,Seven,Clubs,Queen,Spades,Nine,Two_Pairs
Clubs,Two,Diamonds,Four,Hearts,Ace,Diamonds,Ten,Clubs,Eight,Nothing
Diamonds,Seven,Diamonds,Queen,Hearts,Queen,Clubs,Three,Clubs,Four,One_Pair
Spades,Three,Clubs,Seven,Hearts,Seven,Hearts,King,Diamonds,Seven,Three_Kind
Hearts,Three,Spades,King,Spades,Five,Diamonds,Ten,Diamonds,Seven,Nothing
Clubs,Four,Clubs,Nine,Hearts,Seven,Hearts,Nine,Clubs,Five,One_Pair
Clubs,Nine,Clubs,Seven,Hearts,Nine,Diamonds,Seven,Clubs,Five,Two_Pairs
Hearts,Four,Hearts,Seven,Diamonds,Seven,Hearts,Three,Hearts,King,One_Pair
Clubs,Nine,Clubs,Four,Diamonds,Seven,Diamonds,Eight,Hearts,Six,Nothing
Hearts,Jack,Spades,Nine,Clubs,Ten,Clubs,Five,Hearts,Nine,One_Pair
Spades,Jack,Hearts,Two,Hearts,Three,Diamonds,Jack,Clubs,Four,One_Pair
Spades,Queen,Hearts,Two,Clubs,Queen,Clubs,Eight,Spades,Jack,One_Pair
Hearts,Two,Clubs,Six,Clubs,King,Hearts,King,Spades,King,Three_Kind
Spades,Ace,Diamonds,Six,Spades,Two,Clubs,Four,Diamonds,Ace,One_Pair
Clubs,Four,Clubs,Six,Diamonds,Queen,Hearts,Eight,Hearts,Three,Nothing
Hearts,Nine,Spades,King,Clubs,Five,Hearts,Jack,Spades,Nine,One_Pair
Hearts,Five,Hearts,Jack,Diamonds,Six,Spades,Eight,Hearts,Seven,Nothing
Clubs,Five,Diamonds,Four,Clubs,Seven,Spades,Two,Clubs,Nine,Nothing
Diamonds,Seven,Spades,Nine,Clubs,Four,Clubs,Jack,Hearts,King,Nothing
Diamonds,Four,Hearts,Ten,Diamonds,Six,Diamonds,Nine,Spades,Three,Nothing
Spades,King,Clubs,Eight,Clubs,King,Clubs,Six,Diamonds,Two,One_Pair
Clubs,Ten,Diamonds,Queen,Diamonds,Seven,Hearts,Queen,Spades,Five,One_Pair
Spades,King,Clubs,Queen,Clubs,King,Hearts,Seven,Clubs,Eight,One_Pair
Hearts,Three,Spades,Six,Hearts,Six,Spades,King,Diamonds,Jack,One_Pair
Hearts,Seven,Clubs,Ace,Clubs,Jack,Diamonds,Three,Clubs,Queen,Nothing
Hearts,Five,Spades,Ace,Diamonds,Five,Diamonds,Two,Hearts,Six,One_Pair
Diamonds,King,Hearts,King,Spades,Ace,Diamonds,Eight,Hearts,Four,One_Pair
Hearts,Four,Spades,Nine,Spades,Five,Diamonds,Five,Clubs,Seven,One_Pair
Spades,Seven,Clubs,Seven,Hearts,Four,Diamonds,Jack,Diamonds,Nine,One_Pair
Hearts,Two,Diamonds,Nine,Clubs,Two,Clubs,Nine,Hearts,Eight,Two_Pairs
Diamonds,Nine,Diamonds,Two,Clubs,Six,Diamonds,Ten,Diamonds,Seven,Nothing
Clubs,Three,Hearts,Four,Diamonds,Eight,Clubs,Seven,Diamonds,Nine,Nothing
Spades,Nine,Spades,Five,Diamonds,Four,Spades,Ten,Spades,Seven,Nothing
Hearts,Queen,Clubs,Queen,Clubs,Eight,Clubs,Jack,Spades,Queen,Three_Kind
Spades,Ace,Clubs,Six,Hearts,Four,Hearts,Nine,Hearts,Ace,One_Pair
Spades,Ten,Clubs,Six,Clubs,Jack,Clubs,Five,Spades,Queen,Nothing
Hearts,Eight,Hearts,Jack,Clubs,Two,Clubs,Seven,Diamonds,Ace,Nothing
Clubs,Five,Spades,Jack,Spades,Two,Clubs,Nine,Diamonds,Seven,Nothing
Spades,Queen,Hearts,Seven,Spades,Nine,Clubs,Eight,Diamonds,Seven,One_Pair
Spades,Nine,Spades,Two,Diamonds,Seven,Clubs,King,Diamonds,Jack,Nothing
Diamonds,Six,Diamonds,Eight,Spades,Queen,Clubs,Eight,Diamonds,Jack,One_Pair
Spades,Nine,Clubs,Eight,Clubs,Two,Clubs,Nine,Clubs,Jack,One_Pair
Diamonds,Four,Spades,Ten,Diamonds,Three,Clubs,King,Clubs,Four,One_Pair
Clubs,Five,Clubs,Two,Spades,Ten,Clubs,Jack,Spades,Jack,One_Pair
Spades,Seven,Diamonds,Three,Clubs,Three,Clubs,Ten,Diamonds,Queen,One_Pair
Spades,Four,Spades,Seven,Hearts,Seven,Diamonds,Four,Spades,Five,Two_Pairs
Clubs,Seven,Diamonds,Two,Spades,Three,Clubs,King,Clubs,Two,One_Pair
Diamonds,Four,Diamonds,King,Spades,Eight,Diamonds,Nine,Hearts,Nine,One_Pair
Clubs,Eight,Hearts,Nine,Diamonds,Eight,Hearts,Eight,Clubs,Three,Three_Kind
Clubs,Three,Spades,Ace,Spades,Ten,Hearts,Two,Clubs,Four,Nothing
Diamonds,Seven,Hearts,Four,Diamonds,Three,Spades,Eight,Hearts,Ace,Nothing
Clubs,Seven,Hearts,King,Spades,Three,Hearts,Nine,Clubs,Ace,Nothing
Clubs,Nine,Spades,Seven,Diamonds,King,Spades,Ace,Diamonds,Queen,Nothing
Clubs,Four,Diamonds,Seven,Clubs,Ace,Clubs,Three,Spades,Nine,Nothing
Diamonds,Eight,Clubs,Two,Spades,King,Diamonds,King,Clubs,Jack,One_Pair
Spades,Queen,Diamonds,Jack,Spades,Nine,Clubs,Eight,Spades,Seven,Nothing
Hearts,Jack,Hearts,Seven,Clubs,Nine,Hearts,Five,Diamonds,Ten,Nothing
Clubs,Ace,Diamonds,Nine,Diamonds,Two,Spades,Jack,Spades,Nine,One_Pair
Spades,Four,Diamonds,Queen,Spades,Ace,Spades,Seven,Hearts,Seven,One_Pair
Diamonds,Three,Hearts,King,Spades,Nine,Spades,Eight,Diamonds,Eight,One_Pair
Clubs,Ace,Spades,Six,Diamonds,Eight,Diamonds,Two,Hearts,Six,One_Pair
Clubs,Five,Hearts,Eight,Spades,Queen,Hearts,Queen,Hearts,King,One_Pair
Clubs,Jack,Spades,Two,Clubs,Ten,Diamonds,Queen,Hearts,Seven,Nothing
Clubs,Four,Hearts,Seven,Diamonds,King,Diamonds,Queen,Spades,Two,Nothing
Diamonds,Eight,Spades,Queen,Clubs,Jack,Clubs,Ace,Diamonds,Nine,Nothing
Spades,Seven,Clubs,Queen,Clubs,Two,Diamonds,King,Hearts,Five,Nothing
Spades,Five,Diamonds,Five,Diamonds,Two,Spades,King,Clubs,Four,One_Pair
Hearts,Jack,Diamonds,Queen,Diamonds,Ten,Clubs,Nine,Spades,King,Straight
Spades,King,Hearts,Three,Hearts,Seven,Spades,Nine,Diamonds,Seven,One_Pair
Hearts,Ace,Diamonds,Two,Clubs,Six,Spades,Jack,Clubs,Queen,Nothing
Diamonds,Five,Hearts,Queen,Diamonds,Three,Hearts,Seven,Hearts,Nine,Nothing
Clubs,Nine,Spades,Four,Hearts,Three,Diamonds,Seven,Hearts,Queen,Nothing
Clubs,Jack,Hearts,Queen,Diamonds,Seven,Spades,Four,Spades,Ace,Nothing
Clubs,Two,Diamonds,Jack,Spades,Four,Clubs,King,Spades,King,One_Pair
Clubs,Ace,Spades,Ace,Clubs,Three,Spades,Four,Spades,Eight,One_Pair
Clubs,Four,Hearts,Five,Spades,Three,Hearts,Jack,Clubs,King,Nothing
Spades,Five,Diamonds,Five,Clubs,Queen,Spades,Two,Diamonds,Queen,Two_Pairs
Hearts,Eight,Clubs,Ten,Spades,Jack,Diamonds,Four,Diamonds,Three,Nothing
Clubs,Six,Clubs,Three,Hearts,Five,Hearts,Jack,Spades,Eight,Nothing
Clubs,Six,Hearts,Jack,Diamonds,Five,Spades,Five,Hearts,Ten,One_Pair
Spades,Two,Diamonds,Five,Hearts,Six,Diamonds,Ten,Diamonds,Three,Nothing
Clubs,Ten,Spades,Ace,Spades,Jack,Hearts,Two,Clubs,King,Nothing
Hearts,Jack,Spades,Ten,Diamonds,Nine,Spades,Two,Hearts,Six,Nothing
Hearts,Ten,Spades,Three,Spades,Four,Hearts,Eight,Clubs,Jack,Nothing
Clubs,Jack,Diamonds,Four,Clubs,Two,Spades,Four,Hearts,Six,One_Pair
Spades,Nine,Diamonds,Four,Spades,Jack,Clubs,Four,Clubs,Nine,Two_Pairs
Hearts,Four,Clubs,Nine,Diamonds,Two,Hearts,Queen,Spades,Six,Nothing
Clubs,Nine,Spades,Eight,Spades,Six,Diamonds,Six,Clubs,Jack,One_Pair
Diamonds,Queen,Diamonds,Ace,Spades,Jack,Diamonds,Two,Spades,Five,Nothing
Spades,Ace,Diamonds,Five,Spades,Seven,Hearts,Four,Spades,Ten,Nothing
Diamonds,Seven,Spades,Two,Hearts,Seven,Spades,Seven,Hearts,Two,Full_House
Spades,Five,Diamonds,Eight,Spades,Four,Hearts,Five,Diamonds,Jack,One_Pair
Diamonds,Eight,Hearts,Jack,Diamonds,Queen,Spades,Five,Spades,Nine,Nothing
Diamonds,Queen,Diamonds,Nine,Diamonds,Two,Hearts,Three,Diamonds,Six,Nothing
Diamonds,Nine,Diamonds,King,Hearts,Five,Spades,Eight,Clubs,Eight,One_Pair
Hearts,Ace,Diamonds,Jack,Spades,Four,Spades,Eight,Hearts,Eight,One_Pair
Diamonds,Three,Spades,Five,Hearts,Two,Diamonds,Six,Clubs,Ten,Nothing
Diamonds,Nine,Diamonds,Ace,Hearts,Eight,Clubs,Nine,Spades,Ten,One_Pair
Clubs,Ace,Spades,Five,Spades,Queen,Diamonds,Two,Spades,Ten,Nothing
Hearts,Seven,Hearts,Jack,Spades,King,Spades,Three,Spades,Five,Nothing
Spades,Ten,Hearts,Jack,Hearts,Seven,Hearts,Two,Diamonds,Jack,One_Pair
Hearts,Four,Hearts,Jack,Clubs,Six,Clubs,Ten,Diamonds,Ten,One_Pair
Clubs,Eight,Spades,King,Clubs,Four,Clubs,Queen,Hearts,Ace,Nothing
Spades,Two,Spades,Six,Clubs,Ace,Diamonds,Nine,Clubs,Eight,Nothing
Clubs,Five,Spades,Ace,Spades,Three,Diamonds,Six,Hearts,Ten,Nothing
Spades,Seven,Clubs,Eight,Diamonds,Jack,Clubs,Five,Clubs,Seven,One_Pair
Hearts,Jack,Spades,Three,Diamonds,Seven,Hearts,Queen,Hearts,Four,Nothing
Clubs,Seven,Clubs,Ace,Hearts,Five,Hearts,Two,Spades,Three,Nothing
Diamonds,Five,Hearts,King,Clubs,Jack,Spades,Two,Diamonds,Jack,One_Pair
Hearts,Ten,Hearts,Four,Hearts,Three,Diamonds,Three,Diamonds,Ace,One_Pair
Hearts,King,Spades,Queen,Clubs,King,Spades,Four,Spades,Two,One_Pair
Clubs,Three,Clubs,Six,Clubs,Five,Hearts,Three,Spades,Three,Three_Kind
Clubs,Queen,Spades,Six,Spades,Ten,Clubs,Three,Clubs,Two,Nothing
Hearts,Ten,Hearts,Ace,Hearts,Three,Spades,Two,Hearts,Two,One_Pair
Clubs,King,Clubs,Six,Hearts,King,Spades,Two,Diamonds,King,Three_Kind
Hearts,Six,Diamonds,Six,Clubs,Queen,Diamonds,Eight,Clubs,Eight,Two_Pairs
Clubs,Ace,Hearts,Ten,Spades,Nine,Diamonds,Two,Diamonds,Seven,Nothing
Hearts,Jack,Spades,Three,Diamonds,Nine,Diamonds,Ten,Diamonds,Five,Nothing
Spades,Six,Clubs,Eight,Clubs,Five,Spades,Seven,Clubs,Three,Nothing
Spades,King,Spades,Eight,Hearts,King,Clubs,Three,Hearts,Three,Two_Pairs
Diamonds,Nine,Spades,Ten,Diamonds,Three,Spades,Eight,Clubs,Ace,Nothing
Diamonds,Nine,Clubs,Jack,Spades,Five,Diamonds,Five,Hearts,King,One_Pair
Hearts,Two,Hearts,Seven,Diamonds,Two,Clubs,Ace,Clubs,Five,One_Pair
Diamonds,Two,Diamonds,Four,Spades,Queen,Diamonds,Queen,Hearts,Six,One_Pair
Hearts,Ace,Diamonds,Jack,Diamonds,Six,Spades,Two,Spades,Seven,Nothing
Spades,Eight,Hearts,Ten,Spades,Two,Clubs,Nine,Hearts,Five,Nothing
Diamonds,King,Spades,Two,Hearts,Jack,Clubs,Queen,Hearts,Five,Nothing
Hearts,Three,Hearts,Ace,Clubs,Six,Diamonds,Two,Hearts,Queen,Nothing
Spades,Queen,Hearts,Five,Spades,King,Hearts,Jack,Spades,Nine,Nothing
Diamonds,Four,Spades,Ten,Diamonds,King,Spades,Six,Clubs,Seven,Nothing
Clubs,Seven,Spades,Nine,Spades,Seven,Clubs,Six,Hearts,Four,One_Pair
Clubs,King,Hearts,Seven,Clubs,Jack,Hearts,Jack,Spades,Four,One_Pair
Hearts,Two,Clubs,Six,Diamonds,Four,Clubs,Eight,Clubs,Ace,Nothing
Spades,Two,Clubs,Nine,Hearts,Six,Hearts,Eight,Diamonds,King,Nothing
Clubs,Jack,Diamonds,Three,Diamonds,Six,Spades,Jack,Hearts,Six,Two_Pairs
Clubs,King,Hearts,Nine,Diamonds,Seven,Diamonds,Jack,Hearts,Seven,One_Pair
Spades,Ace,Clubs,Queen,Hearts,Four,Hearts,Seven,Diamonds,Three,Nothing
Spades,Three,Spades,Six,Spades,Nine,Spades,Seven,Diamonds,Nine,One_Pair
Spades,Jack,Hearts,Four,Diamonds,Seven,Spades,Ace,Spades,Nine,Nothing
Diamonds,King,Clubs,Eight,Hearts,Two,Hearts,Jack,Spades,Four,Nothing
Spades,Nine,Clubs,Five,Hearts,Three,Hearts,Jack,Hearts,Six,Nothing
Diamonds,Ace,Hearts,Ace,Diamonds,Six,Clubs,Ace,Spades,Seven,Three_Kind
Spades,Nine,Diamonds,Three,Hearts,Four,Diamonds,Ace,Spades,Eight,Nothing
Clubs,Queen,Hearts,Queen,Diamonds,Queen,Spades,King,Diamonds,Four,Three_Kind
Clubs,Ten,Clubs,Queen,Spades,Nine,Spades,Four,Diamonds,Eight,Nothing
Diamonds,Three,Diamonds,King,Diamonds,Two,Diamonds,Jack,Clubs,Queen,Nothing
Hearts,Three,Diamonds,Three,Hearts,King,Hearts,Six,Hearts,Four,One_Pair
Diamonds,Six,Diamonds,Five,Hearts,King,Hearts,Six,Spades,Ten,One_Pair
Hearts,King,Clubs,Six,Clubs,Two,Diamonds,Two,Spades,Two,Three_Kind
Hearts,Jack,Clubs,Jack,Hearts,Five,Diamonds,Ace,Spades,Nine,One_Pair
Clubs,King,Spades,Queen,Spades,Nine,Diamonds,Six,Diamonds,Three,Nothing
Hearts,Five,Spades,Five,Diamonds,Two,Diamonds,Ace,Clubs,Three,One_Pair
Hearts,Four,Clubs,Four,Spades,Queen,Hearts,Three,Hearts,Ten,One_Pair
Hearts,Five,Diamonds,Nine,Hearts,Six,Diamonds,Three,Clubs,Seven,Nothing
Spades,Two,Hearts,Eight,Clubs,Six,Diamonds,Four,Spades,Queen,Nothing
Diamonds,Ace,Hearts,Five,Clubs,Five,Diamonds,Nine,Clubs,Four,One_Pair
Spades,King,Hearts,Nine,Diamonds,Eight,Clubs,Ace,Hearts,Ace,One_Pair
Hearts,Nine,Hearts,Eight,Diamonds,Ten,Clubs,Ten,Spades,Ten,Three_Kind
Hearts,Two,Diamonds,Ten,Spades,Jack,Spades,Six,Spades,Eight,Nothing
Spades,Six,Clubs,Jack,Clubs,Six,Clubs,Five,Diamonds,Ten,One_Pair
Clubs,Ten,Spades,King,Spades,Two,Diamonds,Ten,Clubs,King,Two_Pairs
Diamonds,Six,Spades,Queen,Diamonds,Three,Spades,Three,Hearts,Nine,One_Pair
Spades,Ten,Clubs,Five,Spades,King,Spades,Two,Diamonds,King,One_Pair
Clubs,Seven,Diamonds,Three,Spades,Five,Spades,Eight,Diamonds,Ten,Nothing
Clubs,Ten,Hearts,Nine,Hearts,Four,Spades,Four,Hearts,Two,One_Pair
Spades,Nine,Diamonds,Seven,Hearts,King,Spades,King,Hearts,Two,One_Pair
Hearts,Ten,Spades,Six,Spades,Queen,Spades,Five,Clubs,Three,Nothing
Spades,Three,Hearts,Jack,Diamonds,Four,Spades,Two,Diamonds,Eight,Nothing
Spades,Eight,Hearts,Four,Clubs,King,Hearts,Three,Clubs,Queen,Nothing
Diamonds,Ten,Clubs,Ten,Hearts,Five,Diamonds,Four,Clubs,Five,Two_Pairs
Spades,Queen,Clubs,Queen,Clubs,Jack,Hearts,Four,Diamonds,King,One_Pair
Spades,Ten,Diamonds,Six,Clubs,Four,Clubs,Eight,Clubs,Ace,Nothing
Clubs,Three,Diamonds,Nine,Spades,Queen,Diamonds,Five,Spades,Nine,One_Pair
Diamonds,Seven,Spades,Six,Diamonds,Ace,Hearts,Jack,Diamonds,Five,Nothing
Diamonds,Ten,Spades,Nine,Spades,King,Spades,Six,Hearts,Three,Nothing
Diamonds,Ten,Diamonds,Five,Diamonds,King,Spades,Three,Spades,Nine,Nothing
Hearts,King,Spades,Ten,Spades,Six,Diamonds,King,Clubs,Six,Two_Pairs
Hearts,Three,Diamonds,Nine,Diamonds,Queen,Diamonds,Six,Spades,Nine,One_Pair
Clubs,Four,Spades,Four,Hearts,Four,Diamonds,Ace,Hearts,Ace,Full_House
Clubs,Eight,Clubs,Ten,Diamonds,Five,Spades,Queen,Hearts,Five,One_Pair
Clubs,Six,Spades,Three,Clubs,King,Spades,Ten,Spades,Seven,Nothing
Clubs,Queen,Hearts,Ten,Hearts,King,Hearts,Four,Spades,Six,Nothing
Spades,Six,Diamonds,Jack,Spades,Seven,Clubs,Four,Hearts,Two,Nothing
Spades,Six,Spades,Queen,Diamonds,Four,Diamonds,King,Spades,Jack,Nothing
Hearts,Jack,Hearts,Nine,Clubs,Jack,Spades,King,Diamonds,Ten,One_Pair
Diamonds,Ten,Spades,Queen,Spades,Ten,Diamonds,Two,Diamonds,Four,One_Pair
Diamonds,Five,Hearts,Seven,Hearts,Nine,Clubs,Queen,Clubs,Four,Nothing
Clubs,Ten,Diamonds,Ace,Clubs,Two,Clubs,Seven,Spades,Eight,Nothing
Spades,Seven,Clubs,Jack,Clubs,Queen,Spades,Queen,Spades,Jack,Two_Pairs
Clubs,Five,Spades,Three,Diamonds,Four,Clubs,Ten,Spades,Queen,Nothing
Spades,Three,Clubs,Eight,Hearts,Six,Clubs,Queen,Diamonds,King,Nothing
Hearts,Jack,Hearts,Seven,Clubs,Ten,Clubs,Queen,Spades,Ace,Nothing
Diamonds,Four,Clubs,Four,Clubs,Ten,Clubs,King,Spades,Two,One_Pair
Spades,Two,Spades,Ace,Clubs,Queen,Clubs,King,Diamonds,King,One_Pair
Diamonds,Three,Spades,Seven,Diamonds,Five,Diamonds,Six,Spades,Eight,Nothing
Hearts,Eight,Diamonds,Nine,Spades,Six,Clubs,Jack,Spades,Nine,One_Pair
Spades,King,Spades,Eight,Hearts,Eight,Clubs,Ten,Clubs,Ace,One_Pair
Clubs,Three,Diamonds,Three,Diamonds,Eight,Hearts,Five,Spades,King,One_Pair
Clubs,Queen,Hearts,Ace,Hearts,Three,Diamonds,Jack,Diamonds,King,Nothing
Spades,Three,Diamonds,Six,Spades,King,Clubs,Three,Spades,Five,One_Pair
Diamonds,Four,Clubs,Seven,Spades,Queen,Spades,Seven,Clubs,Ten,One_Pair
Diamonds,Queen,Spades,Seven,Clubs,Six,Diamonds,Jack,Hearts,Nine,Nothing
Diamonds,Seven,Hearts,Seven,Diamonds,Five,Spades,Four,Spades,King,One_Pair
Spades,Two,Spades,Three,Diamonds,Eight,Diamonds,Seven,Spades,Four,Nothing
Spades,Six,Hearts,Ten,Spades,Ten,Spades,Four,Diamonds,Three,One_Pair
Diamonds,Seven,Hearts,Six,Clubs,King,Diamonds,Two,Spades,Eight,Nothing
Spades,Ace,Diamonds,Queen,Diamonds,Eight,Hearts,Eight,Clubs,Ten,One_Pair
Hearts,Five,Clubs,Four,Spades,Jack,Hearts,Ace,Diamonds,Two,Nothing
Hearts,Seven,Hearts,King,Clubs,Eight,Spades,Three,Clubs,Ace,Nothing
Diamonds,King,Clubs,Seven,Spades,Ten,Spades,Six,Diamonds,Two,Nothing
Hearts,Seven,Clubs,Jack,Clubs,Ten,Spades,Two,Diamonds,Three,Nothing
Spades,King,Spades,Three,Clubs,King,Hearts,Three,Spades,Ace,Two_Pairs
Clubs,Three,Spades,Four,Clubs,King,Spades,Jack,Spades,Two,Nothing
Diamonds,Seven,Clubs,Jack,Spades,Five,Clubs,Four,Spades,Three,Nothing
Clubs,Four,Clubs,Seven,Clubs,Queen,Spades,Nine,Hearts,Ten,Nothing
Diamonds,Queen,Diamonds,Jack,Clubs,Four,Spades,Three,Diamonds,King,Nothing
Spades,Queen,Diamonds,Three,Hearts,Seven,Diamonds,Six,Clubs,Queen,One_Pair
Diamonds,Eight,Hearts,Eight,Diamonds,Six,Spades,Six,Hearts,King,Two_Pairs
Diamonds,Ace,Diamonds,Five,Hearts,Seven,Hearts,Eight,Diamonds,Ten,Nothing
Clubs,Ace,Spades,Ace,Spades,Seven,Diamonds,Six,Spades,Eight,One_Pair
Diamonds,Seven,Spades,Ten,Diamonds,Ten,Spades,Eight,Hearts,Three,One_Pair
Clubs,Ace,Clubs,Ten,Diamonds,Three,Spades,Five,Hearts,Seven,Nothing
Hearts,Nine,Hearts,Queen,Diamonds,Five,Clubs,Ace,Diamonds,Six,Nothing
Diamonds,Four,Diamonds,King,Diamonds,Eight,Spades,Three,Diamonds,Three,One_Pair
Hearts,Queen,Clubs,Five,Spades,Three,Diamonds,King,Diamonds,Two,Nothing
Hearts,Ten,Spades,Seven,Diamonds,Four,Clubs,Nine,Diamonds,Ace,Nothing
Clubs,Four,Diamonds,Seven,Hearts,Seven,Spades,Queen,Clubs,Jack,One_Pair
Spades,Nine,Diamonds,King,Hearts,Ten,Spades,Seven,Hearts,King,One_Pair
Diamonds,Jack,Clubs,Five,Spades,Ace,Diamonds,Nine,Spades,Ten,Nothing
Spades,Two,Spades,Jack,Spades,King,Diamonds,Jack,Hearts,Ten,One_Pair
Diamonds,Four,Hearts,Three,Hearts,Jack,Spades,Three,Hearts,Eight,One_Pair
Clubs,Two,Hearts,Four,Spades,Nine,Diamonds,Five,Diamonds,Four,One_Pair
Spades,Ace,Hearts,Nine,Spades,Ten,Clubs,Six,Spades,Six,One_Pair
Diamonds,Six,Spades,Six,Clubs,Ten,Hearts,Seven,Diamonds,King,One_Pair
Diamonds,Queen,Spades,Eight,Clubs,Jack,Diamonds,Six,Clubs,Three,Nothing
Clubs,Four,Spades,Eight,Spades,Two,Spades,Ten,Hearts,Nine,Nothing
Spades,Nine,Diamonds,King,Clubs,Six,Spades,King,Hearts,Eight,One_Pair
Hearts,Seven,Diamonds,Jack,Hearts,Ace,Hearts,Four,Spades,Three,Nothing
Spades,Ace,Spades,Seven,Hearts,Two,Diamonds,Two,Hearts,Eight,One_Pair
Hearts,Three,Spades,Queen,Diamonds,Ace,Hearts,Two,Clubs,Four,Nothing
Clubs,Queen,Spades,Queen,Hearts,Four,Hearts,Three,Spades,Jack,One_Pair
Diamonds,Jack,Spades,Eight,Hearts,Two,Diamonds,Ace,Clubs,Jack,One_Pair
Spades,Ace,Clubs,Seven,Diamonds,Nine,Hearts,Jack,Spades,King,Nothing
Hearts,Seven,Diamonds,Nine,Clubs,Ten,Spades,King,Hearts,Four,Nothing
Clubs,Seven,Diamonds,Ten,Diamonds,Jack,Hearts,Jack,Diamonds,Three,One_Pair
Diamonds,King,Diamonds,Eight,Diamonds,Ace,Clubs,Four,Spades,Six,Nothing
